User_ID,User_Location,Gender,Cart_Contents,Cart_Value,Session_Date,Session_Duration,Abandonment_Reason,Purchase_Category,Referral_Medium,Device_Type,Cart_Status
User_2168,Virginia,Female,Footwear,40.46,12/12/2023,17,,Heels,Social Media,Mobile,Paid
User_2169,Texas,Male,Toys,71.93,8/20/2023,12,,Barbie,Search Engine,Mobile,Paid
User_2170,Virginia,Female,Accessory,68.8,11/24/2023,96,,Sunglasses,Social Media,Mobile,Paid
User_2171,Florida,Female,Home Decor,485.59,12/16/2023,43,No Guest Checkout Option,Candle Holder,Social Media,Mobile,Abandoned
User_2172,California,Male,Electronics,28.37,8/3/2023,49,,Headphones,Social Media,Mobile,Paid
User_2173,Virginia,Female,Home Decor,258.16,12/1/2023,76,,Vase,Social Media,Mobile,Paid
User_2174,Florida,Female,Clothing,311.34,8/17/2023,108,,Sweater,Search Engine,Mobile,Paid
User_2175,Florida,Female,Clothing,57.89,12/3/2023,35,No Guest Checkout Option,Jeans,Email,Mobile,Abandoned
User_2176,New York,Male,Home Decor,213.43,12/3/2023,44,,Throw Pillow,Email,Tablet,Paid
User_2177,New York,Male,Electronics,44.28,12/12/2023,64,No Total Order Upfront,Phone,Search Engine,Desktop,Abandoned
User_2178,New York,Female,Home Decor,301.07,11/3/2023,13,No Guest Checkout Option,Throw Pillow,Social Media,Desktop,Abandoned
User_2179,Texas,Female,Toys,51.57,11/28/2023,37,Complex Checkout,Games,Social Media,Mobile,Abandoned
User_2180,New York,Female,Home Decor,330.36,12/30/2023,55,No Guest Checkout Option,Wall Art,Email,Mobile,Abandoned
User_2181,Virginia,Male,Accessory,303.35,9/6/2023,53,No Guest Checkout Option,Chains,Social Media,Tablet,Abandoned
User_2182,Texas,Female,Accessory,478.62,10/13/2023,67,,Wristwatch,Search Engine,Mobile,Paid
User_2183,Chicago,Male,Clothing,131.98,8/14/2023,46,,Sweater,Search Engine,Mobile,Paid
User_2184,Virginia,Female,Toys,303.67,8/16/2023,77,,Teddy bears,Social Media,Mobile,Paid
User_2185,Virginia,Male,Toys,414.82,9/2/2023,118,,Barbie,Email,Mobile,Paid
User_2186,New York,Female,Electronics,267.47,12/9/2023,113,No Guest Checkout Option,Laptop,Search Engine,Mobile,Abandoned
User_2187,Chicago,Male,Toys,339.37,10/1/2023,107,,Dolls,Search Engine,Tablet,Paid
User_2188,Florida,Male,Clothing,197.3,10/17/2023,78,No Guest Checkout Option,Sweater,Search Engine,Mobile,Abandoned
User_2189,California,Female,Electronics,370.86,12/16/2023,80,No Guest Checkout Option,Headphones,Email,Tablet,Abandoned
User_2190,New York,Male,Footwear,465.48,10/5/2023,73,No Guest Checkout Option,Oxfords,Search Engine,Tablet,Abandoned
User_2191,California,Female,Footwear,266.31,11/23/2023,61,No Guest Checkout Option,Slippers,Social Media,Mobile,Abandoned
User_2192,Florida,Female,Clothing,49.62,11/26/2023,74,,T-Shirt,Social Media,Mobile,Paid
User_2193,Texas,Female,Electronics,417.83,12/22/2023,29,,Tablet,Social Media,Mobile,Paid
User_2194,Texas,Female,Electronics,387.01,9/27/2023,70,Complex Checkout,Tablet,Email,Tablet,Abandoned
User_2195,Texas,Male,Footwear,341.8,12/2/2023,24,No Guest Checkout Option,Wedges,Email,Tablet,Abandoned
User_2196,Chicago,Female,Accessory,339,9/3/2023,10,,Chains,Social Media,Mobile,Paid
User_2197,Virginia,Male,Electronics,399.26,12/30/2023,50,,Tablet,Search Engine,Mobile,Paid
User_2198,Florida,Female,Clothing,104.97,10/24/2023,119,,Jeans,Social Media,Tablet,Paid
User_2199,Chicago,Male,Accessory,298.9,10/2/2023,90,No Guest Checkout Option,Chains,Social Media,Mobile,Abandoned
User_2200,Texas,Male,Footwear,464.59,12/16/2023,111,No Guest Checkout Option,Slippers,Social Media,Mobile,Abandoned
User_2201,Virginia,Female,Home Decor,469.07,8/5/2023,39,,Wall Art,Social Media,Mobile,Paid
User_2202,Texas,Female,Electronics,93.42,10/23/2023,54,,Laptop,Search Engine,Mobile,Paid
User_2203,Virginia,Male,Toys,215.18,8/4/2023,5,Complex Checkout,Games,Social Media,Tablet,Abandoned
User_2204,Texas,Female,Accessory,275.7,10/8/2023,83,,Sunglasses,Social Media,Mobile,Paid
User_2205,Florida,Female,Accessory,92.64,10/21/2023,61,No Guest Checkout Option,Chains,Social Media,Desktop,Abandoned
User_2206,Chicago,Female,Electronics,62.81,8/9/2023,111,,Phone,Social Media,Tablet,Paid
User_2207,Florida,Male,Home Decor,337.37,9/10/2023,109,No Guest Checkout Option,Candle Holder,Search Engine,Tablet,Abandoned
User_2208,Chicago,Male,Clothing,248.05,8/29/2023,5,,Dress,Search Engine,Mobile,Paid
User_2209,New York,Male,Home Decor,287.02,9/1/2023,47,,Vase,Search Engine,Mobile,Paid
User_2210,Florida,Female,Home Decor,257.88,8/22/2023,83,,Vase,Social Media,Mobile,Paid
User_2211,Virginia,Male,Toys,158.79,10/4/2023,77,,Barbie,Social Media,Desktop,Paid
User_2212,Chicago,Female,Accessory,450.36,9/27/2023,103,Complex Checkout,Chains,Search Engine,Tablet,Abandoned
User_2213,Texas,Female,Footwear,381.44,8/7/2023,74,No Guest Checkout Option,Sneakers,Social Media,Mobile,Abandoned
User_2214,Florida,Male,Electronics,150.32,11/10/2023,57,,Phone,Search Engine,Mobile,Paid
User_2215,Virginia,Female,Toys,200.74,11/17/2023,59,,Games,Email,Tablet,Paid
User_2216,Virginia,Male,Toys,488.12,11/19/2023,84,,Games,Social Media,Mobile,Paid
User_2217,Florida,Female,Footwear,169.93,11/30/2023,46,Complex Checkout,Heels,Social Media,Mobile,Abandoned
User_2218,Florida,Female,Electronics,73.11,12/18/2023,81,No Total Order Upfront,Laptop,Search Engine,Tablet,Abandoned
User_2219,Virginia,Female,Clothing,354.56,11/29/2023,93,,T-Shirt,Social Media,Mobile,Paid
User_2220,California,Male,Accessory,347.73,9/18/2023,111,,Chains,Social Media,Tablet,Paid
User_2221,Virginia,Female,Clothing,222.2,8/12/2023,95,,Jeans,Search Engine,Tablet,Paid
User_2222,Virginia,Female,Home Decor,307.76,11/17/2023,5,,Vase,Search Engine,Tablet,Paid
User_2223,Virginia,Female,Home Decor,407.36,10/11/2023,79,,Throw Pillow,Search Engine,Desktop,Paid
User_2224,Texas,Female,Accessory,347.56,8/11/2023,120,,Chains,Social Media,Tablet,Paid
User_2225,Chicago,Female,Accessory,44,12/20/2023,25,Complex Checkout,Sunglasses,Social Media,Mobile,Abandoned
User_2226,Chicago,Female,Accessory,383.01,12/25/2023,119,,Sunglasses,Social Media,Mobile,Paid
User_2227,Virginia,Female,Home Decor,483.08,12/13/2023,69,,Vase,Social Media,Mobile,Paid
User_2228,Texas,Female,Home Decor,403.49,8/4/2023,114,Complex Checkout,Candle Holder,Email,Mobile,Abandoned
User_2229,Texas,Female,Electronics,72.03,11/15/2023,82,No Guest Checkout Option,Headphones,Search Engine,Desktop,Abandoned
User_2230,New York,Female,Accessory,96.93,11/10/2023,27,,Sunglasses,Social Media,Mobile,Paid
User_2231,Florida,Female,Accessory,482.88,9/1/2023,89,,Wristwatch,Social Media,Mobile,Paid
User_2232,California,Female,Footwear,52.32,12/31/2023,15,,Oxfords,Social Media,Tablet,Paid
User_2233,Florida,Male,Home Decor,457.15,9/28/2023,73,Complex Checkout,Wall Art,Search Engine,Desktop,Abandoned
User_2234,Virginia,Female,Electronics,72.01,11/13/2023,66,No Guest Checkout Option,Tablet,Social Media,Mobile,Abandoned
User_2235,Texas,Male,Clothing,297.36,10/19/2023,61,No Guest Checkout Option,T-Shirt,Search Engine,Mobile,Abandoned
User_2236,California,Female,Accessory,400.41,12/14/2023,108,No Guest Checkout Option,Wristwatch,Search Engine,Mobile,Abandoned
User_2237,Virginia,Male,Electronics,117.87,12/28/2023,99,,Tablet,Social Media,Mobile,Paid
User_2238,Chicago,Female,Footwear,370.16,11/4/2023,11,No Guest Checkout Option,Wedges,Social Media,Mobile,Abandoned
User_2239,Florida,Female,Clothing,196.88,8/25/2023,70,,Jeans,Social Media,Mobile,Paid
User_2240,California,Female,Toys,380.57,10/5/2023,117,,Dolls,Social Media,Tablet,Paid
User_2241,Florida,Male,Electronics,35.09,8/24/2023,44,Complex Checkout,Headphones,Social Media,Tablet,Abandoned
User_2242,Chicago,Female,Clothing,437.54,12/12/2023,19,Complex Checkout,Jeans,Search Engine,Mobile,Abandoned
User_2243,Florida,Female,Home Decor,389.48,9/9/2023,98,No Total Order Upfront,Wall Art,Email,Tablet,Abandoned
User_2244,Virginia,Male,Accessory,230.43,11/8/2023,31,No Total Order Upfront,Sunglasses,Email,Mobile,Abandoned
User_2245,Virginia,Female,Toys,99.85,8/8/2023,29,,Games,Social Media,Mobile,Paid
User_2246,Virginia,Male,Accessory,189.74,8/4/2023,74,,Sunglasses,Search Engine,Tablet,Paid
User_2247,Virginia,Male,Electronics,142.37,12/19/2023,9,Complex Checkout,Tablet,Social Media,Mobile,Abandoned
User_2248,Texas,Female,Footwear,418.28,10/31/2023,119,,Oxfords,Social Media,Mobile,Paid
User_2249,Florida,Male,Electronics,431.76,8/28/2023,99,No Guest Checkout Option,Phone,Social Media,Desktop,Abandoned
User_2250,Virginia,Female,Accessory,247.6,10/16/2023,120,,Sunglasses,Social Media,Mobile,Paid
User_2251,Florida,Female,Home Decor,142.11,12/7/2023,38,No Guest Checkout Option,Throw Pillow,Social Media,Desktop,Abandoned
User_2252,Virginia,Male,Footwear,441.92,8/21/2023,82,No Guest Checkout Option,Slippers,Search Engine,Mobile,Abandoned
User_2253,Virginia,Female,Electronics,27.47,8/27/2023,107,No Total Order Upfront,Headphones,Search Engine,Tablet,Abandoned
User_2254,Virginia,Male,Footwear,239.12,11/21/2023,89,,Heels,Social Media,Tablet,Paid
User_2255,Chicago,Female,Footwear,298.05,12/4/2023,70,No Guest Checkout Option,Oxfords,Email,Tablet,Abandoned
User_2256,Virginia,Female,Home Decor,251,9/17/2023,18,No Guest Checkout Option,Throw Pillow,Social Media,Tablet,Abandoned
User_2257,California,Female,Clothing,37.49,8/18/2023,98,,Sweater,Email,Mobile,Paid
User_2258,Texas,Male,Clothing,419.19,12/24/2023,62,No Guest Checkout Option,Jeans,Social Media,Mobile,Abandoned
User_2259,Texas,Male,Clothing,488.38,8/31/2023,75,No Guest Checkout Option,Sweater,Search Engine,Mobile,Abandoned
User_2260,Florida,Male,Footwear,120.84,11/23/2023,115,,Slippers,Search Engine,Tablet,Paid
User_2261,Virginia,Male,Clothing,89.94,8/24/2023,19,,T-Shirt,Search Engine,Mobile,Paid
User_2262,Texas,Male,Electronics,50.25,10/11/2023,64,,Tablet,Social Media,Mobile,Paid
User_2263,New York,Male,Footwear,423.81,11/6/2023,107,No Guest Checkout Option,Wedges,Email,Mobile,Abandoned
User_2264,California,Female,Electronics,412.56,8/30/2023,54,,Phone,Social Media,Desktop,Paid
User_2265,Florida,Male,Footwear,158.89,11/18/2023,36,,Sneakers,Social Media,Tablet,Paid
User_2266,Virginia,Female,Home Decor,222.15,8/6/2023,87,No Guest Checkout Option,Candle Holder,Search Engine,Mobile,Abandoned
User_2267,Texas,Female,Home Decor,419.39,8/9/2023,5,Shipping Cost,Candle Holder,Email,Tablet,Abandoned
User_2268,Florida,Female,Accessory,459.68,12/20/2023,109,,Wristwatch,Social Media,Tablet,Paid
User_2269,Virginia,Female,Electronics,179.08,8/19/2023,60,Complex Checkout,Tablet,Email,Mobile,Abandoned
User_2270,Chicago,Male,Electronics,26.26,9/27/2023,43,No Guest Checkout Option,Phone,Email,Mobile,Abandoned
User_2271,Virginia,Male,Home Decor,20.76,11/20/2023,46,,Vase,Social Media,Tablet,Paid
User_2272,Virginia,Female,Home Decor,390.76,12/7/2023,71,,Vase,Social Media,Tablet,Paid
User_2273,Virginia,Male,Accessory,221.45,9/8/2023,75,,Sunglasses,Social Media,Tablet,Paid
User_2274,Virginia,Female,Footwear,214.52,11/15/2023,63,,Sneakers,Social Media,Mobile,Paid
User_2275,Virginia,Female,Footwear,269.62,10/3/2023,65,Complex Checkout,Slippers,Email,Tablet,Abandoned
User_2276,Virginia,Female,Electronics,194.76,11/2/2023,80,,Tablet,Search Engine,Mobile,Paid
User_2277,Chicago,Male,Footwear,238.15,10/8/2023,93,,Slippers,Search Engine,Mobile,Paid
User_2278,New York,Male,Clothing,227.17,11/5/2023,63,No Guest Checkout Option,Jeans,Social Media,Desktop,Abandoned
User_2279,Texas,Male,Footwear,430.29,9/5/2023,52,No Guest Checkout Option,Oxfords,Search Engine,Mobile,Abandoned
User_2280,Chicago,Female,Home Decor,486.33,11/8/2023,67,,Wall Art,Social Media,Tablet,Paid
User_2281,California,Female,Clothing,254.37,9/14/2023,28,,T-Shirt,Search Engine,Tablet,Paid
User_2282,Virginia,Female,Footwear,89.43,8/28/2023,96,,Slippers,Social Media,Mobile,Paid
User_2283,Chicago,Male,Clothing,87.64,9/27/2023,70,No Guest Checkout Option,T-Shirt,Social Media,Desktop,Abandoned
User_2284,Virginia,Male,Toys,371.08,10/9/2023,21,,Teddy bears,Social Media,Mobile,Paid
User_2285,Virginia,Female,Accessory,420.05,8/3/2023,60,,Chains,Search Engine,Desktop,Paid
User_2286,Florida,Male,Clothing,425.39,12/11/2023,111,,T-Shirt,Email,Tablet,Paid
User_2287,New York,Female,Electronics,50.42,9/17/2023,95,,Headphones,Social Media,Mobile,Paid
User_2288,Florida,Female,Clothing,121.41,11/9/2023,113,,Sweater,Search Engine,Mobile,Paid
User_2289,Texas,Female,Footwear,177.49,11/1/2023,5,No Guest Checkout Option,Sneakers,Search Engine,Mobile,Abandoned
User_2290,Virginia,Female,Clothing,97.24,8/19/2023,62,,Jeans,Search Engine,Mobile,Paid
User_2291,Florida,Male,Accessory,471.97,10/2/2023,52,No Total Order Upfront,Sunglasses,Social Media,Desktop,Abandoned
User_2292,California,Female,Footwear,327.91,9/19/2023,16,Complex Checkout,Sneakers,Social Media,Mobile,Abandoned
User_2293,Florida,Female,Clothing,425.04,11/25/2023,109,Complex Checkout,T-Shirt,Social Media,Mobile,Abandoned
User_2294,Chicago,Female,Electronics,377.06,9/4/2023,109,,Tablet,Search Engine,Tablet,Paid
User_2295,California,Male,Electronics,241.94,8/26/2023,45,No Guest Checkout Option,Phone,Search Engine,Mobile,Abandoned
User_2296,Texas,Female,Toys,61.58,9/11/2023,105,,Dolls,Social Media,Tablet,Paid
User_2297,Texas,Female,Clothing,409.15,11/27/2023,77,,Sweater,Social Media,Tablet,Paid
User_2298,Virginia,Male,Accessory,185.41,10/18/2023,65,No Guest Checkout Option,Sunglasses,Social Media,Tablet,Abandoned
User_2299,California,Female,Toys,267.04,8/21/2023,65,,Puzzles,Social Media,Tablet,Paid
User_2300,California,Female,Toys,391.25,11/2/2023,47,,Teddy bears,Search Engine,Mobile,Paid
User_2301,Virginia,Female,Footwear,213.58,9/24/2023,64,Complex Checkout,Heels,Search Engine,Tablet,Abandoned
User_2302,Chicago,Male,Footwear,386.69,9/7/2023,116,No Guest Checkout Option,Oxfords,Social Media,Tablet,Abandoned
User_2303,California,Male,Footwear,229,8/1/2023,29,No Guest Checkout Option,Slippers,Social Media,Mobile,Abandoned
User_2304,Florida,Male,Home Decor,466.86,9/3/2023,75,,Throw Pillow,Search Engine,Mobile,Paid
User_2305,Virginia,Female,Toys,485.14,12/8/2023,22,,Games,Search Engine,Mobile,Paid
User_2306,Texas,Female,Accessory,464.97,11/14/2023,51,No Guest Checkout Option,Wristwatch,Social Media,Mobile,Abandoned
User_2307,Chicago,Female,Accessory,96.54,11/10/2023,110,No Total Order Upfront,Sunglasses,Social Media,Desktop,Abandoned
User_2308,Virginia,Female,Home Decor,71.43,10/25/2023,94,,Throw Pillow,Email,Desktop,Paid
User_2309,Virginia,Female,Electronics,446.95,9/7/2023,15,,Phone,Social Media,Tablet,Paid
User_2310,Virginia,Female,Electronics,308.49,12/20/2023,47,Complex Checkout,Headphones,Email,Mobile,Abandoned
User_2311,Virginia,Male,Toys,357.29,12/21/2023,8,,Barbie,Email,Tablet,Paid
User_2312,Chicago,Male,Home Decor,412.43,9/14/2023,15,No Total Order Upfront,Candle Holder,Search Engine,Mobile,Abandoned
User_2313,Virginia,Male,Accessory,452.54,8/10/2023,50,No Guest Checkout Option,Sunglasses,Search Engine,Mobile,Abandoned
User_2314,Florida,Female,Toys,461.11,10/12/2023,19,,Dolls,Search Engine,Tablet,Paid
User_2315,Florida,Female,Toys,349.46,10/26/2023,86,No Guest Checkout Option,Games,Social Media,Desktop,Abandoned
User_2316,Chicago,Male,Accessory,67.95,8/10/2023,29,,Sunglasses,Social Media,Tablet,Paid
User_2317,Virginia,Female,Toys,376.72,11/24/2023,8,No Guest Checkout Option,Puzzles,Email,Tablet,Abandoned
User_2318,Virginia,Male,Electronics,491.63,11/13/2023,91,,Laptop,Social Media,Tablet,Paid
User_2319,Virginia,Male,Toys,450.69,12/10/2023,40,,Dolls,Search Engine,Desktop,Paid
User_2320,Florida,Female,Electronics,263.11,10/28/2023,41,No Total Order Upfront,Phone,Search Engine,Tablet,Abandoned
User_2321,Texas,Female,Electronics,478.6,9/25/2023,117,No Guest Checkout Option,Laptop,Social Media,Mobile,Abandoned
User_2322,Chicago,Female,Clothing,456.47,10/9/2023,23,No Guest Checkout Option,T-Shirt,Social Media,Mobile,Abandoned
User_2323,California,Male,Accessory,482.6,11/1/2023,6,No Guest Checkout Option,Chains,Search Engine,Mobile,Abandoned
User_2324,Virginia,Female,Electronics,55.37,12/26/2023,61,,Tablet,Search Engine,Desktop,Paid
User_2325,Virginia,Male,Accessory,260.46,10/3/2023,96,Complex Checkout,Sunglasses,Email,Mobile,Abandoned
User_2326,Virginia,Female,Home Decor,298.91,11/11/2023,115,No Guest Checkout Option,Candle Holder,Search Engine,Desktop,Abandoned
User_2327,Chicago,Female,Accessory,384.21,12/3/2023,46,No Guest Checkout Option,Sunglasses,Search Engine,Mobile,Abandoned
User_2328,Virginia,Male,Electronics,256.75,12/12/2023,37,No Guest Checkout Option,Laptop,Social Media,Mobile,Abandoned
User_2329,Texas,Female,Footwear,142.29,8/1/2023,28,No Guest Checkout Option,Slippers,Email,Tablet,Abandoned
User_2330,Texas,Male,Home Decor,178.89,11/23/2023,6,,Vase,Social Media,Desktop,Paid
User_2331,Virginia,Female,Toys,42.27,8/24/2023,86,,Games,Social Media,Mobile,Paid
User_2332,Virginia,Male,Electronics,92.7,9/3/2023,54,Complex Checkout,Tablet,Social Media,Mobile,Abandoned
User_2333,Virginia,Female,Electronics,155.16,11/7/2023,47,No Guest Checkout Option,Tablet,Social Media,Tablet,Abandoned
User_2334,Florida,Male,Clothing,304.84,9/6/2023,44,No Guest Checkout Option,Jeans,Social Media,Desktop,Abandoned
User_2335,Texas,Male,Accessory,342.1,10/19/2023,118,Shipping Cost,Chains,Search Engine,Mobile,Abandoned
User_2336,Chicago,Female,Clothing,57.31,12/31/2023,64,,T-Shirt,Email,Tablet,Paid
User_2337,California,Female,Electronics,63.6,8/26/2023,25,,Laptop,Email,Tablet,Paid
User_2338,Virginia,Male,Clothing,227.1,9/16/2023,87,Complex Checkout,Jeans,Search Engine,Mobile,Abandoned
User_2339,Florida,Female,Electronics,270.68,9/11/2023,5,No Total Order Upfront,Headphones,Social Media,Mobile,Abandoned
User_2340,Chicago,Female,Electronics,261.5,8/1/2023,52,,Headphones,Social Media,Tablet,Paid
User_2341,California,Female,Home Decor,293.11,10/12/2023,65,,Candle Holder,Email,Tablet,Paid
User_2342,California,Female,Footwear,41.34,10/23/2023,103,,Heels,Search Engine,Mobile,Paid
User_2343,Virginia,Female,Footwear,431.88,10/21/2023,53,,Slippers,Search Engine,Tablet,Paid
User_2344,Florida,Female,Clothing,405.78,9/21/2023,117,,Dress,Search Engine,Tablet,Paid
User_2345,California,Female,Clothing,100.7,12/24/2023,5,Complex Checkout,T-Shirt,Search Engine,Tablet,Abandoned
User_2346,Texas,Female,Footwear,81.18,8/4/2023,22,Complex Checkout,Oxfords,Search Engine,Mobile,Abandoned
User_2347,California,Female,Accessory,493.95,9/12/2023,21,No Total Order Upfront,Chains,Social Media,Tablet,Abandoned
User_2348,California,Female,Home Decor,297.09,10/17/2023,6,No Total Order Upfront,Candle Holder,Email,Tablet,Abandoned
User_2349,Virginia,Male,Electronics,324.34,12/16/2023,96,No Guest Checkout Option,Laptop,Search Engine,Mobile,Abandoned
User_2350,California,Female,Accessory,192.4,10/27/2023,117,No Total Order Upfront,Sunglasses,Search Engine,Mobile,Abandoned
User_2351,Virginia,Male,Clothing,261.6,10/23/2023,118,,T-Shirt,Social Media,Mobile,Paid
User_2352,Chicago,Male,Toys,492.49,12/26/2023,96,,Games,Search Engine,Mobile,Paid
User_2353,Chicago,Female,Accessory,453.48,11/6/2023,73,,Sunglasses,Search Engine,Tablet,Paid
User_2354,California,Male,Toys,97.71,10/17/2023,92,No Guest Checkout Option,Teddy bears,Social Media,Mobile,Abandoned
User_2355,Chicago,Female,Electronics,433.09,11/3/2023,100,,Laptop,Search Engine,Desktop,Paid
User_2356,Texas,Female,Footwear,414.17,11/18/2023,54,,Wedges,Search Engine,Mobile,Paid
User_2357,Virginia,Male,Electronics,221.5,11/21/2023,12,,Headphones,Social Media,Tablet,Paid
User_2358,Florida,Female,Accessory,241.04,10/17/2023,54,Complex Checkout,Sunglasses,Email,Mobile,Abandoned
User_2359,Florida,Male,Footwear,265.83,10/30/2023,51,,Sneakers,Social Media,Tablet,Paid
User_2360,Texas,Female,Home Decor,164.24,12/27/2023,60,,Wall Art,Search Engine,Tablet,Paid
User_2361,Texas,Female,Clothing,364.29,9/3/2023,6,No Guest Checkout Option,Dress,Email,Tablet,Abandoned
User_2362,Chicago,Female,Clothing,82.15,8/4/2023,22,,Sweater,Search Engine,Mobile,Paid
User_2363,Texas,Male,Home Decor,123.89,8/10/2023,22,,Throw Pillow,Email,Tablet,Paid
User_2364,Virginia,Male,Toys,92.63,11/7/2023,86,No Guest Checkout Option,Teddy bears,Social Media,Tablet,Abandoned
User_2365,Virginia,Female,Toys,316.5,8/20/2023,23,No Guest Checkout Option,Puzzles,Email,Mobile,Abandoned
User_2366,Florida,Female,Electronics,335.85,12/20/2023,38,No Guest Checkout Option,Laptop,Search Engine,Tablet,Abandoned
User_2367,Texas,Male,Clothing,365.68,10/5/2023,63,No Guest Checkout Option,Jeans,Social Media,Tablet,Abandoned
User_2368,California,Female,Clothing,127.96,8/26/2023,30,,T-Shirt,Email,Mobile,Paid
User_2369,California,Female,Home Decor,427.2,12/2/2023,56,,Vase,Social Media,Tablet,Paid
User_2370,Texas,Female,Toys,207.39,9/4/2023,39,No Total Order Upfront,Barbie,Social Media,Mobile,Abandoned
User_2371,Chicago,Female,Toys,402.79,9/24/2023,103,,Dolls,Search Engine,Mobile,Paid
User_2372,Florida,Female,Home Decor,290.87,8/10/2023,55,Complex Checkout,Wall Art,Email,Tablet,Abandoned
User_2373,Virginia,Female,Electronics,226.84,10/8/2023,15,Complex Checkout,Laptop,Social Media,Mobile,Abandoned
User_2374,Chicago,Female,Toys,455.96,11/22/2023,44,No Guest Checkout Option,Games,Search Engine,Mobile,Abandoned
User_2375,Texas,Female,Footwear,88.45,10/25/2023,78,No Guest Checkout Option,Wedges,Social Media,Mobile,Abandoned
User_2376,Florida,Male,Electronics,429.66,11/9/2023,63,,Headphones,Search Engine,Mobile,Paid
User_2377,Chicago,Female,Footwear,493.9,8/10/2023,54,,Sneakers,Social Media,Desktop,Paid
User_2378,Florida,Male,Toys,281.34,11/15/2023,106,,Puzzles,Social Media,Mobile,Paid
User_2379,Texas,Female,Home Decor,122.48,8/29/2023,77,No Guest Checkout Option,Wall Art,Search Engine,Tablet,Abandoned
User_2380,Virginia,Male,Electronics,481.3,12/17/2023,8,Shipping Cost,Phone,Social Media,Tablet,Abandoned
User_2381,Virginia,Male,Clothing,467.32,12/6/2023,98,,Sweater,Search Engine,Tablet,Paid
User_2382,Texas,Male,Clothing,194.12,11/18/2023,99,No Guest Checkout Option,Jeans,Social Media,Mobile,Abandoned
User_2383,Virginia,Male,Home Decor,425.19,8/1/2023,68,No Total Order Upfront,Vase,Search Engine,Mobile,Abandoned
User_2384,Texas,Male,Toys,468.2,10/30/2023,72,No Total Order Upfront,Barbie,Social Media,Tablet,Abandoned
User_2385,Virginia,Male,Accessory,242.14,8/14/2023,60,,Wristwatch,Email,Mobile,Paid
User_2386,Chicago,Male,Accessory,21.63,10/31/2023,12,,Chains,Search Engine,Tablet,Paid
User_2387,Virginia,Female,Clothing,410.56,11/8/2023,8,Complex Checkout,Dress,Social Media,Tablet,Abandoned
User_2388,Virginia,Male,Electronics,32.15,9/21/2023,114,,Laptop,Email,Mobile,Paid
User_2389,California,Male,Home Decor,242.3,10/17/2023,20,Complex Checkout,Wall Art,Search Engine,Tablet,Abandoned
User_2390,Texas,Female,Toys,400.05,9/7/2023,102,Complex Checkout,Barbie,Social Media,Tablet,Abandoned
User_2391,Virginia,Female,Clothing,456.05,12/9/2023,30,,Sweater,Social Media,Mobile,Paid
User_2392,Chicago,Male,Footwear,392.27,8/25/2023,97,,Sneakers,Social Media,Tablet,Paid
User_2393,Texas,Female,Toys,430.85,11/6/2023,21,No Guest Checkout Option,Dolls,Social Media,Mobile,Abandoned
User_2394,Virginia,Female,Toys,122.34,12/2/2023,26,,Puzzles,Email,Tablet,Paid
User_2395,Virginia,Female,Clothing,355.67,11/26/2023,71,,Jeans,Search Engine,Mobile,Paid
User_2396,Chicago,Female,Toys,352.88,10/23/2023,105,Complex Checkout,Dolls,Search Engine,Mobile,Abandoned
User_2397,Texas,Female,Electronics,263.49,9/29/2023,55,No Guest Checkout Option,Phone,Search Engine,Tablet,Abandoned
User_2398,Florida,Male,Footwear,109.97,12/26/2023,102,Complex Checkout,Slippers,Search Engine,Mobile,Abandoned
User_2399,Chicago,Male,Electronics,255.87,11/5/2023,17,,Headphones,Email,Tablet,Paid
User_2400,Texas,Female,Toys,288.91,11/14/2023,16,No Total Order Upfront,Barbie,Email,Tablet,Abandoned
User_2401,Chicago,Female,Home Decor,276.38,9/4/2023,56,,Wall Art,Search Engine,Mobile,Paid
User_2402,Chicago,Male,Clothing,89.67,12/8/2023,93,Complex Checkout,Jeans,Search Engine,Mobile,Abandoned
User_2403,Florida,Female,Electronics,324.68,8/6/2023,37,No Guest Checkout Option,Laptop,Social Media,Tablet,Abandoned
User_2404,Florida,Female,Footwear,94.06,11/9/2023,85,No Total Order Upfront,Oxfords,Search Engine,Tablet,Abandoned
User_2405,Florida,Female,Electronics,200.97,8/8/2023,48,No Guest Checkout Option,Laptop,Social Media,Tablet,Abandoned
User_2406,New York,Female,Clothing,419.9,12/29/2023,66,No Total Order Upfront,Jeans,Search Engine,Tablet,Abandoned
User_2407,California,Male,Home Decor,210.47,8/10/2023,18,No Guest Checkout Option,Candle Holder,Search Engine,Mobile,Abandoned
User_2408,Virginia,Male,Footwear,475.89,11/25/2023,76,No Guest Checkout Option,Heels,Search Engine,Desktop,Abandoned
User_2409,Florida,Male,Clothing,391.89,10/18/2023,89,,T-Shirt,Social Media,Mobile,Paid
User_2410,Virginia,Male,Footwear,417.52,11/28/2023,51,,Wedges,Search Engine,Mobile,Paid
User_2411,Virginia,Female,Electronics,193.54,8/20/2023,14,,Laptop,Email,Tablet,Paid
User_2412,California,Male,Accessory,489.13,8/13/2023,14,,Chains,Email,Tablet,Paid
User_2413,Chicago,Female,Home Decor,28.12,9/5/2023,78,Complex Checkout,Wall Art,Social Media,Mobile,Abandoned
User_2414,Virginia,Female,Footwear,258.39,11/21/2023,66,Complex Checkout,Sneakers,Search Engine,Desktop,Abandoned
User_2415,Texas,Female,Clothing,340,10/10/2023,115,,Sweater,Search Engine,Mobile,Paid
